"","OTU.ID","hit","size","GC"
"23871","Zotu32321",1.5,4.908025,64.7220915745132
"23872","Zotu32322",2,9.44631,69.5
"23873","Zotu32323",1,0.9174618,49
"23874","Zotu32324",1,2.74695,69.9
"23875","Zotu32325",2,9.44631,69.5
"23876","Zotu32326",2,5.04291,65.8
"23877","Zotu32327",1,3.46725,61.7
"23878","Zotu32328",1,5.65037,58.4
"23879","Zotu32329",1,6.52703,50.1107
"23880","Zotu3233",2,8.44319,47.5
"23881","Zotu32330",5,7.38239,67.4958
"23882","Zotu32331",1,1.25649,49.7
"23883","Zotu32332",1,1.11842,27.4
"23884","Zotu32334",1,2.17577,37.9185
"23885","Zotu32335",4,3.57086,38.9454
"23886","Zotu32336",3,2.755645,37.1413748868232
"23887","Zotu32337",2,2.83319,47.8174
"23888","Zotu32338",3,3.7357,39.2
"23889","Zotu32339",2,7.18989,63.1
"23890","Zotu3234",6,7.96874,65.7497
"23891","Zotu32340",1,2.57443,49.1
"23892","Zotu32341",2,7.47921,72.6409
"23893","Zotu32342",2,7.18989,63.1
"23894","Zotu32343",1,6.44369,55
"23895","Zotu32344",7,7.53575,73.6277
"23896","Zotu32345",1,2.9174,70.5
"23897","Zotu32346",2,2.92074,64.2598
"23898","Zotu32347",1,1.11842,27.4
"23899","Zotu32348",1,3.39355,53.9
"23900","Zotu32349",6,9.03368,70.5427988925886
"23901","Zotu3235",2,7.18989,63.1
"23902","Zotu32350",2,3.32219,42
"23903","Zotu32351",2.66666666666667,7.18077222222222,71.643257714421
"23904","Zotu32352",2.75,4.2632275,66.0464591087386
"23905","Zotu32353",1,1.3223,50.2
"23906","Zotu32354",2,3.02537,53
"23907","Zotu32355",2,2.81797,37.9836
"23908","Zotu32356",3,5.68943,72.628
"23909","Zotu32357",1,2.712745,66.2453054009868
"23910","Zotu32358",8.18181818181818,4.48157090909091,44.7233124872204
"23911","Zotu32359",4,3.03037,42.4363
"23912","Zotu3236",1,7.48031,67.2
"23913","Zotu32360",2,9.44631,69.5
"23914","Zotu32361",2,9.44631,69.5
"23915","Zotu32362",2,1.51185,35.3052
"23916","Zotu32363",1,2.74655,41.8
"23917","Zotu32364",2,4.59033,74.1
"23918","Zotu32365",2,5.34081,70.7
"23919","Zotu32366",1,2.57443,49.1
"23920","Zotu32367",1,6.44369,55
"23921","Zotu32368",1,1.11842,27.4
"23922","Zotu32369",1,5.52803,37.9
"23923","Zotu3237",1,3.04595,38.2
"23924","Zotu32370",5,4.05329,55.3
"23925","Zotu32371",3,6.524116,70.850927455827
"23926","Zotu32372",1,1.45027,49.9
"23927","Zotu32373",6,10.3695,70.8965
"23928","Zotu32374",1,3.350335,63.9043038979684
"23929","Zotu32375",2,4.71736,57.9
"23930","Zotu32376",1,4.424185,72.6439088781324
"23931","Zotu32377",2,6.57702,55.086479591061
"23932","Zotu32378",2.83333333333333,4.19427,65.2097377315957
"23933","Zotu32379",2,10.3273,72
"23934","Zotu3238",13,7.13234,50.4241
"23935","Zotu32381",1,7.48031,67.2
"23936","Zotu32382",1,1.58898,39.3
"23937","Zotu32384",4,6.78466,69.2718
"23938","Zotu32385",5,4.81445,38.5498661321646
"23939","Zotu32386",3,9.3781,65.6
"23940","Zotu32387",1,5.66224,56.5
"23941","Zotu32388",3.5,4.181015,38.6890414271415
"23942","Zotu32389",1,2.74695,69.9
"23943","Zotu3239",2,4.9606,67.5068802323308
"23944","Zotu32391",5,12.3201,69.4
"23945","Zotu32392",2,2.83319,47.8174
"23946","Zotu32394",4,12.1915,66.1
"23947","Zotu32395",1,0.9174618,49
"23948","Zotu32396",2,4.71655,64.4
"23949","Zotu32397",1,4.81075,57.3
"23950","Zotu32398",1,1.3223,50.2
"23951","Zotu32399",1,4.37923,71.0551
"23952","Zotu324",1,3.42173,70.7
"23953","Zotu3240",1,4.58624,62.2
"23954","Zotu32400",1,6.44369,55
"23955","Zotu32401",2.66666666666667,7.24231333333333,45.8664949401526
"23956","Zotu32402",1,3.45829,68.1
"23957","Zotu32403",2,5.63188,51.8
"23958","Zotu32404",4,12.14765,71.9562310405716
"23959","Zotu32405",8,3.55753,35.9
"23960","Zotu32406",5,7.28377666666667,56.2546446829552
"23961","Zotu32407",4,11.3406,51.8
"23962","Zotu32408",2,9.53209,63.0023
"23963","Zotu32409",2,2.96929,51.4
"23964","Zotu3241",1,4.1939,68.1
"23965","Zotu32410",10,4.388306,39.9227383677893
"23966","Zotu32411",5,8.999045,67.4
"23967","Zotu32412",2,3.66415,69.3
"23968","Zotu32413",1,6.46898,70.5
"23969","Zotu32414",3,11.3881,68.7
"23970","Zotu32415",2,9.53209,63.0023
"23971","Zotu32416",1,1.22228,38.3
"23972","Zotu32417",6.75,7.2598225,67.4322014619848
"23973","Zotu32418",1,5.35867,50.6578
"23974","Zotu32419",2,7.18989,63.1
"23975","Zotu3242",7.16666666666667,7.14948666666667,68.4659634711536
"23976","Zotu32420",1,0.943189,44.4
"23977","Zotu32421",1,4.12686,62.5659838230519
"23978","Zotu32422",3,10.5263,70.7932
"23979","Zotu32423",2,5.14487,58.8
"23980","Zotu32424",1,2.05374,42.7364
"23981","Zotu32425",1,4.500235,57.703640143237
"23982","Zotu32426",5,7.38239,67.4958
"23983","Zotu32427",1,3.45534,37
"23984","Zotu32428",1,3.42173,70.7
"23985","Zotu32429",1,2.853255,60.9984601796895
"23986","Zotu3243",1,3.12431,69.6292211720348
"23987","Zotu32430",1,2.735735,49.996835101353
"23988","Zotu32432",1,6.60879,58
"23989","Zotu32433",1,0.916044,44.7
"23990","Zotu32434",2,4.44318,66.2
"23991","Zotu32435",1,3.86356,62.604
"23992","Zotu32436",2,7.75394333333333,50.3672128547066
"23993","Zotu32437",1,2.89286,64.2183921793658
"23994","Zotu32438",2,3.53238,53.8
"23995","Zotu32439",5,7.8144,44
"23996","Zotu3244",4,3.20605,57.4
"23997","Zotu32441",3,6.87427181818182,71.8465074926283
"23998","Zotu32442",3,4.05965,40.4
"23999","Zotu32443",1,1.11842,27.4
"24000","Zotu32444",1,1.3223,50.2
"24001","Zotu32445",3,10.5263,70.7932
"24002","Zotu32446",2,7.18989,63.1
"24003","Zotu32447",13.3333333333333,8.74069,58.3330401833265
"24004","Zotu32448",4,12.1915,66.1
"24005","Zotu32449",1,6.44369,55
"24006","Zotu3245",1,6.35937,72.7
"24007","Zotu32450",1,5.95761,65.3
"24008","Zotu32451",4,3.57086,38.9454
"24009","Zotu32452",2,3.96129,45.5
"24010","Zotu32453",2,2.48511,40.9697
"24011","Zotu32454",1,8.19389,63.5
"24012","Zotu32455",4,3.62922,50.4
"24013","Zotu32456",2,10.3273,72
"24014","Zotu32457",1,6.46898,70.5
"24015","Zotu32458",1,6.44369,55
"24016","Zotu32459",2,1.71499,35.8101241036391
"24017","Zotu3246",3,9.59031,64.0943183275619
"24018","Zotu32460",1,2.74396,54
"24019","Zotu32461",1,4.03761,65.487
"24020","Zotu32462",1,1.22228,38.3
"24021","Zotu32463",1,1.90093,64.2
"24022","Zotu32464",4,5.71993,52.6682
"24023","Zotu32465",1,1.44373,26.1259
"24024","Zotu32466",10,4.9859,51
"24025","Zotu32467",2.625,4.4418775,59.4368074367202
"24026","Zotu32468",4,9.28516,67.3954703852886
"24027","Zotu32469",1,3.00249,37.9
"24028","Zotu3247",5.23809523809524,6.56986,60.6782011404461
"24029","Zotu32470",1,6.35937,72.7
"24030","Zotu32471",1,1.11842,27.4
"24031","Zotu32472",1,4.63696,64.3
"24032","Zotu32473",3,5.86435,69.3
"24033","Zotu32474",2,2.81797,37.9836
"24034","Zotu32475",7,2.4216,36.6
"24035","Zotu32476",2,7.18989,63.1
"24036","Zotu32477",3,9.69988666666667,70.1938433301282
"24037","Zotu32478",1,6.60879,58
"24038","Zotu32479",1,4.81075,57.3
"24039","Zotu3248",1,1.8053,37.1
"24040","Zotu32480",1,1.3223,50.2
"24041","Zotu32481",2,3.99376,68.1
"24042","Zotu32482",3,8.81578,72.3
"24043","Zotu32483",3.5,2.73464,39.0310531607451
"24044","Zotu32484",2,2.90157,72.6549585144135
"24045","Zotu32485",11,6.50909,52.4
"24046","Zotu32486",1,6.52703,50.1107
"24047","Zotu32487",2,5.17909,65.1
"24048","Zotu32488",2.5,4.67892,39.4316560231848
"24049","Zotu32489",2,2.81797,37.9836
"24050","Zotu3249",2,4.56314,67
"24051","Zotu32490",2,8.24139,50.9
"24052","Zotu32491",3.25,3.206555,40.5466117063328
"24053","Zotu32492",1,6.46898,70.5
"24054","Zotu32493",4,12.1915,66.1
"24055","Zotu32494",2.66666666666667,9.67933666666667,65.2121366239629
"24056","Zotu32495",3,9.3781,65.6
"24057","Zotu32496",2,3.12367,56.2
"24058","Zotu32497",9,7.61336,51.6
"24059","Zotu32498",8,5.26863,37.8
"24060","Zotu32499",3,5.68943,72.628
"24061","Zotu325",2,2.87153,58.8452407747786
"24062","Zotu3250",2,5.11981,58.7916
"24063","Zotu32500",1,6.33369,58.6
"24064","Zotu32501",2.4,7.578682,71.5209888493408
"24065","Zotu32502",3,2.719781,58.9506524238532
"24066","Zotu32503",1,6.94615,70.257050008134
"24067","Zotu32504",2,3.18796,63.5
"24068","Zotu32505",2,3.85187,58.9
"24069","Zotu32506",1,1.22228,38.3
"24070","Zotu32507",1,0.9174618,49
"24071","Zotu32508",8,6.40885,51.2
"24072","Zotu32509",1,1.11842,27.4
"24073","Zotu3251",2,5.5744,65.7
"24074","Zotu32510",5,8.999045,67.4
"24075","Zotu32511",2.66666666666667,9.67933666666667,65.2121366239629
"24076","Zotu32512",2,2.81797,37.9836
"24077","Zotu32513",2.5,7.00389,71.5578469276895
"24078","Zotu32514",4,4.599865,61.6995781397932
"24079","Zotu32515",4,3.03037,42.4363
"24080","Zotu32516",1,3.04595,38.2
"24081","Zotu32517",2,3.768645,60.9001979049057
"24082","Zotu32518",2,9.44631,69.5
"24083","Zotu32519",1,4.81075,57.3
"24084","Zotu3252",2,8.44319,47.5
"24085","Zotu32520",2,3.415575,36.6998490191256
"24086","Zotu32521",1,6.61866,66.5
"24087","Zotu32522",1,3.28254,52.9
"24088","Zotu32523",1,0.886990833333333,49
"24089","Zotu32524",2.66666666666667,4.11712333333333,59.6661962370166
"24090","Zotu32525",2,6.92147666666667,63.5224177114421
"24091","Zotu32526",4,12.1915,66.1
"24092","Zotu32527",3.75,7.52875,62.673032222248
"24093","Zotu32528",2,4.52751,72.2647701864086
"24094","Zotu32529",4,12.1915,66.1
"24095","Zotu3253",2,4.71655,64.4
"24096","Zotu32530",1,2.62838,41.6242
"24097","Zotu32531",3,9.69988666666667,70.1938433301282
"24098","Zotu32532",2,5.63188,51.8
"24099","Zotu32533",2,4.71655,64.4
"24100","Zotu32534",1,5.87917,45.7958
"24101","Zotu32535",2,4.76143,62.4
"24102","Zotu32536",5,3.55452,56.7940444593082
"24103","Zotu32537",1,3.97263,65.3
"24104","Zotu32538",2,9.85739,67.3872
"24105","Zotu32539",3.4,7.461076,41.3053650309419
"24106","Zotu32540",2,5.7233,60.7
"24107","Zotu32541",2,2.18708,36.4
"24108","Zotu32542",2,3.85187,58.9
"24109","Zotu32543",2,5.27799,73.5
"24110","Zotu32544",1,2.62838,41.6242
"24111","Zotu32545",4,6.78466,69.2718
"24112","Zotu32546",3,4.35055,68.9
"24113","Zotu32547",3,9.3781,65.6
"24114","Zotu32548",2,6.72055,73.5
"24115","Zotu32549",4,3.19723,52
"24116","Zotu3255",1,3.45829,68.1
"24117","Zotu32550",4,3.13372,41.7
"24118","Zotu32551",1,3.27655,66.3
"24119","Zotu32552",1,4.51752,63.6
"24120","Zotu32553",1,5.65037,58.4
"24121","Zotu32556",4,5.35229,66.5
"24122","Zotu32557",3.4,9.773386,69.8959098924365
"24123","Zotu32558",1,6.94615,70.257050008134
"24124","Zotu32559",7,4.58061,36.5
"24125","Zotu3256",2,9.87785,71.4164519607
"24126","Zotu32560",4,12.1915,66.1
"24127","Zotu32561",2,4.71655,64.4
"24128","Zotu32562",2,7.76781,55.3
"24129","Zotu32563",2.33333333333333,3.08564666666667,34.0354045721372
"24130","Zotu32564",4,5.360148,64.3894073158055
"24131","Zotu32565",2,7.18989,63.1
"24132","Zotu32566",1,3.45829,68.1
"24133","Zotu32567",1,1.22228,38.3
"24134","Zotu32568",2,4.53041,66.5317439843193
"24135","Zotu32569",1,1.00303,35.9
"24136","Zotu3257",2,8.24139,50.9
"24137","Zotu32570",4,3.03037,42.4363
"24138","Zotu32571",2,4.3722,46.7
"24139","Zotu32572",1,2.17577,37.9185
"24140","Zotu32573",12,7.6393,45
"24141","Zotu32574",1,0.811376,44.1
"24142","Zotu32575",3,4.01882,63.2
"24143","Zotu32576",1,2.67157,64.5348046279903
"24144","Zotu32577",1,3.700425,52.7928039846774
"24145","Zotu32578",1,2.74396,54
"24146","Zotu32579",1,2.74695,69.9
"24147","Zotu3258",2,9.53209,63.0023
"24148","Zotu32580",4,6.04878,63.3958
"24149","Zotu32581",2,4.18998,72.4
"24150","Zotu32582",2,4.57726,69.3
"24151","Zotu32583",5,8.999045,67.4
"24152","Zotu32584",1,1.91756,30.7953
"24153","Zotu32585",1,6.46898,70.5
"24154","Zotu32586",3,10.5263,70.7932
"24155","Zotu32587",4.71428571428571,5.20044857142857,70.6360525276666
"24156","Zotu32588",1,1.58898,39.3
"24157","Zotu32589",3,2.43891,34.8
"24158","Zotu3259",3,6.9853675,72.7705055051864
"24159","Zotu32590",2,6.72055,73.5
"24160","Zotu32591",4,3.66078,31.8
"24161","Zotu32593",3,3.07238,39
"24162","Zotu32594",2,3.66589,55.1
"24163","Zotu32595",4,2.51149,37.3961
"24164","Zotu32596",8,9.75569,62.2672
"24165","Zotu32597",5,6.44369,55
"24166","Zotu32598",1,5.87917,45.7958
"24167","Zotu32599",1,3.45829,68.1
"24168","Zotu326",2.5,5.67272,44.43748219549
"24169","Zotu32600",1,1.3223,50.2
"24170","Zotu32601",2,5.14487,58.8
"24171","Zotu32602",1,8.19389,63.5
"24172","Zotu32603",6,8.28147,70.4981
"24173","Zotu32604",1,6.35937,72.7
"24174","Zotu32605",1,2.98041,59.840986307253
"24175","Zotu32606",1,4.3202,64.3
"24176","Zotu32607",3.08333333333333,5.6057775,62.7232572409596
"24177","Zotu32608",4,6.44127,46.4
"24178","Zotu32609",1,5.87917,45.7958
"24179","Zotu3261",1,0.891118428571429,48.8091244245394
"24180","Zotu32610",2,7.18989,63.1
"24181","Zotu32611",1,1.28325,32.4
"24182","Zotu32612",1,3.29931,70.3
"24183","Zotu32613",3,3.46421,47
"24184","Zotu32614",1,5.714705,62.6276303851205
"24185","Zotu32615",2,9.44631,69.5
"24186","Zotu32616",1,6.46898,70.5
"24187","Zotu32617",1,0.891118428571429,48.8091244245394
"24188","Zotu32618",5.5,7.3758,66.297373780878
"24189","Zotu32619",1,6.61866,66.5
"24190","Zotu3262",3,9.59031,64.0943183275619
"24191","Zotu32620",2,7.18431,62
"24192","Zotu32621",8.66666666666667,4.40423444444444,44.4561549058469
"24193","Zotu32622",7,2.61677,48.0277678781475
"24194","Zotu32623",4,6.35328,55.5
"24195","Zotu32624",4,9.2946775,65.694587843419
"24196","Zotu32625",5,3.00249,37.9
"24197","Zotu32626",1,3.65384,63.9
"24198","Zotu32627",9,7.61336,51.6
"24199","Zotu32628",2,4.001,61.3
"24200","Zotu32629",4,2.98926,40.7
"24201","Zotu3263",2,3.99376,68.1
"24202","Zotu32630",1,7.48031,67.2
"24203","Zotu32631",1,4.3202,64.3
"24204","Zotu32632",1,3.02287,68.7
"24205","Zotu32633",5,12.3201,69.4
"24206","Zotu32634",2,3.93719,65
"24207","Zotu32635",2,5.03481333333333,74.799895063968
"24208","Zotu32636",1,5.87917,45.7958
"24209","Zotu32637",3,5.87773,45.7962
"24210","Zotu32638",1,4.90883,71.079640973511
"24211","Zotu32639",1,4.93896,73.2
"24212","Zotu3264",5,12.3201,69.4
"24213","Zotu32640",1,3.18796,63.5
"24214","Zotu32641",2,4.0034,63.4
"24215","Zotu32642",1,2.74695,69.9
"24216","Zotu32643",1,7.48031,67.2
"24217","Zotu32644",1,1.236505,26.9
"24218","Zotu32645",2,3.53238,53.8
"24219","Zotu32646",1,3.45829,68.1
"24220","Zotu32647",1,0.705143,36.8
"24221","Zotu32648",5,7.38239,67.4958
"24222","Zotu32649",2,4.00006,40.2
"24223","Zotu3265",1.18181818181818,7.97767045454545,63.3078629908651
"24224","Zotu32650",1,3.45829,68.1
"24225","Zotu32651",1.5,3.390725,43.9674197996004
"24226","Zotu32652",1,6.974645,68.7303742341008
"24227","Zotu32653",2,5.17909,65.1
"24228","Zotu32654",7.16666666666667,7.14948666666667,68.4659634711536
"24229","Zotu32655",2,3.79744,58.5907955991405
"24230","Zotu32656",1,3.80295,68.6
"24231","Zotu32657",2,2.81797,37.9836
"24232","Zotu32658",3,4.87534,72.9
"24233","Zotu32659",1,3.65384,63.9
"24234","Zotu3266",1,4.64956,46.0711789932811
"24235","Zotu32660",3,2.77321,40.8801
"24236","Zotu32661",1,2.20598,50.3295088804069
"24237","Zotu32662",4.5,4.29495,65.5355584514372
"24238","Zotu32664",3,5.16738,42
"24239","Zotu32665",4,3.03037,42.4363
"24240","Zotu32666",4,3.57086,38.9454
"24241","Zotu32667",2,5.415825,43.9540696015842
"24242","Zotu32668",2,2.81797,37.9836
"24243","Zotu32669",9,2.607632,36.4555707583739
"24244","Zotu3267",9.06048387096774,4.06448310483871,45.1686111204614
"24245","Zotu32670",2.6,10.56084,72.0512093734968
"24246","Zotu32671",2,6.41208,61
"24247","Zotu32672",1,6.33369,58.6
"24248","Zotu32673",2,9.44631,69.5
"24249","Zotu32674",1,1.88436,35
"24250","Zotu32675",4,13.0338,71.4
"24251","Zotu32676",8,9.75569,62.2672
"24252","Zotu32677",1,2.470295,54.8492904693569
"24253","Zotu32678",2,4.09907,61.1
"24254","Zotu32679",1.33333333333333,3.91632666666667,57.5173541215493
"24255","Zotu3268",1,3.04595,38.2
"24256","Zotu32680",1,2.86467,61.4
"24257","Zotu32681",1,2.62838,41.6242
"24258","Zotu32682",3,4.04172,73.2
"24259","Zotu32683",1,1.3223,50.2
"24260","Zotu32684",2,3.18796,63.5
"24261","Zotu32685",5,7.38239,67.4958
"24262","Zotu32686",2,6.72055,73.5
"24263","Zotu32687",1,6.79455,60.2
"24264","Zotu32688",2,5.337075,53.760305693287
"24265","Zotu32689",1,5.22419,70.2
"24266","Zotu3269",1,4.37923,71.0551
"24267","Zotu32690",5.07142857142857,6.58175714285714,60.9762344730565
"24268","Zotu32691",2,9.53209,63.0023
"24269","Zotu32692",1,2.65789,41.9
"24270","Zotu32693",1,0.705143,36.8
"24271","Zotu32694",3,5.39601,62.8302
"24272","Zotu32695",1,5.87917,45.7958
"24273","Zotu32696",2,5.03481333333333,74.799895063968
"24274","Zotu32697",1,4.29723,47.9
"24275","Zotu32698",3,3.80858,37.4
"24276","Zotu32699",1,1.22228,38.3
"24277","Zotu327",1,5.97161,60.3
"24278","Zotu3270",1,3.71545,72.6
"24279","Zotu32700",2,9.44631,69.5
"24280","Zotu32701",2,4.001,61.3
"24281","Zotu32702",2,2.81797,37.9836
"24282","Zotu32703",2.5,4.503905,65.5374781439662
"24283","Zotu32704",1,4.3202,64.3
"24284","Zotu32705",2,6.72055,73.5
"24285","Zotu32706",3,4.69058,59.8
"24286","Zotu32707",2,7.47921,72.6409
"24287","Zotu32708",14,6.63968,47.6074
"24288","Zotu32709",1,3.29931,70.3
"24289","Zotu3271",1,4.75753,59.2
"24290","Zotu32710",2,5.17909,65.1
"24291","Zotu32711",2,7.18989,63.1
"24292","Zotu32712",1,6.46898,70.5
"24293","Zotu32713",4,3.152545,63.9492988997778
"24294","Zotu32714",1,1.11842,27.4
"24295","Zotu32715",2,1.73422,39.4633624914947
"24296","Zotu32716",2,5.17909,65.1
"24297","Zotu32717",1,2.86467,61.4
"24298","Zotu32718",17,4.35786,31.2336719355372
"24299","Zotu32719",10,4.20217,28.0232
"24300","Zotu3272",1,3.1529,29
"24301","Zotu32720",1,4.05989,57.8
"24302","Zotu32721",3,8.81578,72.3
"24303","Zotu32722",2,2.83319,47.8174
"24304","Zotu32723",1,5.52803,37.9
"24305","Zotu32724",1,3.51989,50.6
"24306","Zotu32725",2,4.71655,64.4
"24307","Zotu32726",1,4.81075,57.3
"24308","Zotu32727",4,2.56301,41.1
"24309","Zotu32728",2,7.18989,63.1
"24310","Zotu32729",1,3.04595,38.2
"24311","Zotu3273",3,4.16875,62.6
"24312","Zotu32730",1,3.98003,38.8
"24313","Zotu32731",1,3.84133,67.2
"24314","Zotu32732",3,9.3781,65.6
"24315","Zotu32733",1,4.500235,57.703640143237
"24316","Zotu32734",1,4.81075,57.3
"24317","Zotu32735",2,9.44631,69.5
"24318","Zotu32736",3,4.899815,74.3155239534554
"24319","Zotu32737",2,3.20209,66.3
"24320","Zotu32738",4,8.34359,72
"24321","Zotu32739",2,6.72055,73.5
"24322","Zotu3274",1,4.19928,66.5
"24323","Zotu32740",2,4.001,61.3
"24324","Zotu32741",4,11.3406,51.8
"24325","Zotu32742",1,3.18796,63.5
"24326","Zotu32743",6,2.28783666666667,40.2220090758956
"24327","Zotu32744",1,6.59264,52.7
"24328","Zotu32745",2,8.77165,47.0706
"24329","Zotu32746",2,7.79579,71.3
"24330","Zotu32747",2,4.042425,45.39799291267
"24331","Zotu32748",4,3.57086,38.9454
"24332","Zotu32749",1,1.139705,35.2211561978758
"24333","Zotu3275",1,8.19389,63.5
"24334","Zotu32750",4,3.57086,38.9454
"24335","Zotu32751",1,2.671968,51.1917192122061
"24336","Zotu32752",2,3.25526,63.5
"24337","Zotu32753",2,5.337075,53.760305693287
"24338","Zotu32754",1,3.22575,70.5
"24339","Zotu32755",1,3.23079,63.7
"24340","Zotu32756",1,2.51505,39.1
"24341","Zotu32757",1,2.59776,65.1
"24342","Zotu32758",3,4.09472,64.0226
"24343","Zotu32759",2,5.03901,66
"24344","Zotu3276",1,3.45829,68.1
"24345","Zotu32760",2,1.943795,38.7501161387904
"24346","Zotu32761",1,6.44369,55
"24347","Zotu32762",4,5.46254,47.3
"24348","Zotu32764",1,6.46898,70.5
"24349","Zotu32765",2,3.58232,43.1
"24350","Zotu32766",4,3.19723,52
"24351","Zotu32767",10,2.82564,34.3530798332413
"24352","Zotu32768",3,5.87773,45.7962
"24353","Zotu32769",1,1.15420666666667,39.026435263471
"24354","Zotu3277",1,3.80869,59.7
"24355","Zotu32770",1,2.46186,55.4
"24356","Zotu32771",3,4.35055,68.9
"24357","Zotu32772",6,5.21321,47.1
"24358","Zotu32773",3,9.59031,64.0943183275619
"24359","Zotu32775",1,3.95881,67.5
"24360","Zotu32776",2,5.17909,65.1
"24361","Zotu32777",2,3.0391,73.2223
"24362","Zotu32778",2,3.18796,63.5
"24363","Zotu32779",1,1.22228,38.3
"24364","Zotu3278",2,2.900795,66.4544014658051
"24365","Zotu32780",2,3.32219,42
"24366","Zotu32781",1,1.91756,30.7953
"24367","Zotu32782",2,2.83319,47.8174
"24368","Zotu32783",1,0.9174618,49
"24369","Zotu32784",2,5.23176,60.8
"24370","Zotu32785",2,6.37146,70.6013
"24371","Zotu32786",2,3.01977,54.5
"24372","Zotu32787",1,5.83694,60.5
"24373","Zotu32788",3,9.69988666666667,70.1938433301282
"24374","Zotu3279",1,5.87917,45.7958
"24375","Zotu32790",4,3.57086,38.9454
"24376","Zotu32791",1,1.00303,35.9
"24377","Zotu32792",4,3.57086,38.9454
"24378","Zotu32793",5,12.3201,69.4
"24379","Zotu32794",6.75,7.2598225,67.4322014619848
"24380","Zotu32795",1,4.51752,63.6
"24381","Zotu32796",3,9.0891,68.8793199827266
"24382","Zotu32797",1,6.52703,50.1107
"24383","Zotu32798",2,7.79579,71.3
"24384","Zotu32799",2,5.23176,60.8
"24385","Zotu328",2,4.001,61.3
"24386","Zotu3280",4,5.35229,66.5
"24387","Zotu32800",2,4.01118,59.476
"24388","Zotu32801",2,2.81797,37.9836
"24389","Zotu32802",2,4.7702,65.8627
"24390","Zotu32803",1,5.22419,70.2
"24391","Zotu32804",2,5.63188,51.8
"24392","Zotu32805",1,1.3223,50.2
"24393","Zotu32806",1,0.943189,44.4
"24394","Zotu32807",1,2.57443,49.1
"24395","Zotu32808",4,12.1915,66.1
"24396","Zotu32809",3,9.69988666666667,70.1938433301282
"24397","Zotu3281",3,11.3881,68.7
"24398","Zotu32810",2,7.18989,63.1
"24399","Zotu32811",5.8,6.986682,67.1905540739653
"24400","Zotu32812",2,4.001,61.3
"24401","Zotu32813",1,2.17577,37.9185
"24402","Zotu32814",2,9.53209,63.0023
"24403","Zotu32815",2,1.73422,39.4633624914947
"24404","Zotu32816",2,6.41208,61
"24405","Zotu32817",1,3.95881,67.5
"24406","Zotu32818",3,1.84847,63.8
"24407","Zotu32819",2,9.44631,69.5
"24408","Zotu3282",7,6.40969,39.9921799575642
"24409","Zotu32820",2,1.73422,39.4633624914947
"24410","Zotu32821",7,3.961285,39.1548535386876
"24411","Zotu32822",2,7.81131,38.4
"24412","Zotu32823",2,7.18431,62
"24413","Zotu32824",2,3.10201,52.4
"24414","Zotu32825",1,6.33369,58.6
"24415","Zotu32826",2,3.94939,68.3
"24416","Zotu32827",4,3.57086,38.9454
"24417","Zotu32828",1,3.04595,38.2
"24418","Zotu32829",1,3.400545,64.1426289021319
"24419","Zotu3283",2.66666666666667,9.67933666666667,65.2121366239629
"24420","Zotu32830",1,5.13845,73
"24421","Zotu32831",1,3.45534,37
"24422","Zotu32832",1,6.92226,61.7
"24423","Zotu32833",2,5.83476,70.9
"24424","Zotu32834",5,6.78543,50.8853
"24425","Zotu32835",5,6.44369,55
"24426","Zotu32836",4.2,4.748078,64.6664784104221
"24427","Zotu32837",3,9.59031,64.0943183275619
"24428","Zotu32838",5.14285714285714,4.580078,65.5205610642501
"24429","Zotu32839",2,5.83265,69.8
"24430","Zotu3284",4.57894736842105,5.23477526315789,68.7634043061216
"24431","Zotu32840",2,2.86381,66.9278119882255
"24432","Zotu32841",5,8.999045,67.4
"24433","Zotu32842",8,4.61375,37.3
"24434","Zotu32843",1,4.3202,64.3
"24435","Zotu32844",1,0.943189,44.4
"24436","Zotu32846",1,5.95761,65.3
"24437","Zotu32847",5,7.8144,44
"24438","Zotu32848",1,1.92663,63.9
"24439","Zotu32849",1,1.22228,38.3
"24440","Zotu3285",5,12.3201,69.4
"24441","Zotu32850",5.875,7.96127777777778,65.9020194283947
"24442","Zotu32851",3,9.59031,64.0943183275619
"24443","Zotu32852",2,4.94782,64.7663596290892
"24444","Zotu32853",2,6.72055,73.5
"24445","Zotu32854",3,6.44369,55
"24446","Zotu32855",3,3.21847,53.4
"24447","Zotu32856",2,2.82091,72.2
"24448","Zotu32857",4,9.2946775,65.694587843419
"24449","Zotu32858",2,2.48511,40.9697
"24450","Zotu32859",3,4.35055,68.9
"24451","Zotu3286",1,3.42173,70.7
"24452","Zotu32860",2,5.14487,58.8
"24453","Zotu32861",2,5.32199,62.2
"24454","Zotu32862",3,10.5263,70.7932
"24455","Zotu32863",2,3.69232,51.5
"24456","Zotu32864",2,3.66589,55.1
"24457","Zotu32865",1,2.51505,39.1
"24458","Zotu32866",1,3.37027,76.2
"24459","Zotu32867",1,3.45829,68.1
"24460","Zotu32868",3,11.3881,68.7
"24461","Zotu32869",4,3.03037,42.4363
"24462","Zotu3287",1,3.45829,68.1
"24463","Zotu32870",10,3.24543666666667,28.2603709626131
"24464","Zotu32871",1,1.90093,64.2
"24465","Zotu32872",2,9.53209,63.0023
"24466","Zotu32873",1,2.9174,70.5
"24467","Zotu32874",1,6.61866,66.5
"24468","Zotu32875",1,6.46898,70.5
"24469","Zotu32876",9,4.33795,39.4
