"Feature.ID" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Confidence"
"1313" "Zotu1313" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1314" "Zotu1314" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Unassigned" "Unassigned" "Unassigned" 0.816352483040415
"1315" "Zotu1315" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Unassigned" 0.999893896675845
"1316" "Zotu1316" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.943732603748887
"1317" "Zotu1317" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Unassigned" 0.999876440379542
"1318" "Zotu1318" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "Fusarium_chlamydosporum" 0.950011189360033
"1319" "Zotu1319" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999989
"1320" "Zotu1320" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lophiostomataceae" "Sigarispora" "Sigarispora_caulium" 0.952399857913105
"1321" "Zotu1321" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1322" "Zotu1322" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1323" "Zotu1323" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999993
"1324" "Zotu1324" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Tricholomataceae" "Clitocybe" "Unassigned" 0.790608325585274
"1325" "Zotu1325" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Pluteaceae" "Pluteus" "Pluteus_multiformis" 0.821877916022177
"1326" "Zotu1326" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Tricholomataceae" "Clitocybe" "Clitocybe_dealbata" 0.74751382014367
"1327" "Zotu1327" "Fungi" "Basidiomycota" "Agaricomycetes" "Corticiales" "Corticiaceae" "Unassigned" "Unassigned" 0.802040160057745
"1328" "Zotu1328" "Fungi" "Basidiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.955839234130831
"1329" "Zotu1329" "Fungi" "Chytridiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999707484695466
"1330" "Zotu1330" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.873490048209945
"1331" "Zotu1331" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1332" "Zotu1332" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.990904497859296
"1333" "Zotu1333" "Fungi" "Kickxellomycota" "GS19" "GS19" "Unassigned" "Unassigned" "Unassigned" 0.875353048398029
"1334" "Zotu1334" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Fonsecaea" "Unassigned" 0.789684488431737
"1335" "Zotu1335" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.738128331222256
"1336" "Zotu1336" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999992
"1337" "Zotu1337" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Stephanosporaceae" "Unassigned" "Unassigned" 0.822798996412717
"1338" "Zotu1338" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Lectera" "Unassigned" 0.999998453462983
"1339" "Zotu1339" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Unassigned" 0.999973613708171
"1340" "Zotu1340" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.865617143278861
"1341" "Zotu1341" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.886310927836491
"1342" "Zotu1342" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Scytalidium" "Unassigned" 0.99981022243638
"1343" "Zotu1343" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Unassigned" "Unassigned" 0.973672930358751
"1344" "Zotu1344" "Fungi" "Ascomycota" "Orbiliomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.975453110495448
"1345" "Zotu1345" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.883925687814392
"1346" "Zotu1346" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Unassigned" 0.990902617564904
"1347" "Zotu1347" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Tricholomataceae" "Calyptella" "Calyptella_capula" 0.999999999974676
"1348" "Zotu1348" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_alpina" 0.998279618763828
"1349" "Zotu1349" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Cladorrhinum" "Unassigned" 0.999502495807692
"1350" "Zotu1350" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Entoloma" "Unassigned" 0.733740172169475
"1351" "Zotu1351" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Lepiota" "Lepiota_pseudolilacea" 0.972113885530649
"1352" "Zotu1352" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.733618632297764
"1353" "Zotu1353" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1354" "Zotu1354" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.925457171217006
"1355" "Zotu1355" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusicolla" "Fusicolla_aquaeductuum" 0.872674947863716
"1356" "Zotu1356" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Unassigned" 0.999959875964028
"1357" "Zotu1357" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"1358" "Zotu1358" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999985
"1359" "Zotu1359" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Podospora" "Unassigned" 0.757736670329853
"1360" "Zotu1360" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.72743498280464
"1361" "Zotu1361" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.993781513853916
"1362" "Zotu1362" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Ophiosphaerella" "Unassigned" 0.999912602410245
"1363" "Zotu1363" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_terricola" 0.889947723673479
"1364" "Zotu1364" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.971125735435558
"1365" "Zotu1365" "Fungi" "Basidiomycota" "Cystobasidiomycetes" "Cystobasidiomycetes_ord_Incertae_sedis" "Symmetrosporaceae" "Symmetrospora" "Symmetrospora_marina" 0.863981543178964
"1366" "Zotu1366" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Beauveria" "Beauveria_bassiana" 0.952272278503887
"1367" "Zotu1367" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.916234852972626
"1368" "Zotu1368" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.701170328149646
"1369" "Zotu1369" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.859047186577547
"1370" "Zotu1370" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Unassigned" 0.982108390639023
"1371" "Zotu1371" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Dioszegia" "Unassigned" 0.999999568561971
"1372" "Zotu1372" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Unassigned" 0.991040346696711
"1373" "Zotu1373" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Unassigned" "Unassigned" "Unassigned" 0.760091720280465
"1374" "Zotu1374" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999988
"1375" "Zotu1375" "Fungi" "Ascomycota" "Dothideomycetes" "Tubeufiales" "Tubeufiaceae" "Helicosporium" "Helicosporium_pallidum" 0.967905384892138
"1376" "Zotu1376" "Fungi" "Ascomycota" "Sordariomycetes" "Branch06" "Unassigned" "Unassigned" "Unassigned" 0.999999790209977
"1377" "Zotu1377" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Unassigned" "Unassigned" "Unassigned" 0.713475938867125
"1378" "Zotu1378" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999426577877714
"1379" "Zotu1379" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999996
"1380" "Zotu1380" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.799019074352917
"1381" "Zotu1381" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999196582259491
"1382" "Zotu1382" "Fungi" "Ascomycota" "Dothideomycetes" "Venturiales" "Sympoventuriaceae" "Ochroconis" "Ochroconis_minima" 0.999993331625327
"1383" "Zotu1383" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Minimelanolocus" "Unassigned" 0.999964752987007
"1384" "Zotu1384" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Unassigned" 0.999999477973892
"1385" "Zotu1385" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Paraphoma" "Unassigned" 0.94735968109603
"1386" "Zotu1386" "Fungi" "Ascomycota" "Dothideomycetes" "Capnodiales" "Mycosphaerellaceae" "Sphaerulina" "Sphaerulina_oryzina" 0.953583681333817
"1387" "Zotu1387" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenales_fam_Incertae_sedis" "Chrysosporium" "Chrysosporium_pseudomerdarium" 0.748689336697034
"1388" "Zotu1388" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999990561026781
"1389" "Zotu1389" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1390" "Zotu1390" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Exidiaceae" "Unassigned" "Unassigned" 0.940662750035331
"1391" "Zotu1391" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Ramicandelaber_taiwanensis" 0.903264401005856
"1392" "Zotu1392" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Unassigned" 0.996322326951778
"1393" "Zotu1393" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_kuharii" 0.946960242066699
"1394" "Zotu1394" "Fungi" "Ascomycota" "Dothideomycetes" "Tubeufiales" "Tubeufiaceae" "Helicoma" "Helicoma_vaccinii" 0.895900979019234
"1395" "Zotu1395" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1396" "Zotu1396" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellales_fam_Incertae_sedis" "Cuniculitrema" "Cuniculitrema_polymorpha" 0.999999999975202
"1397" "Zotu1397" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.971899943202444
"1398" "Zotu1398" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Cucurbitariaceae" "Pyrenochaetopsis" "Pyrenochaetopsis_leptospora" 0.99951624549092
"1399" "Zotu1399" "Fungi" "Basidiobolomycota" "Basidiobolomycetes" "Basidiobolales" "Basidiobolaceae" "Basidiobolus" "Basidiobolus_ranarum" 0.999999996848942
"1400" "Zotu1400" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "Talaromyces_neofusisporus" 0.999336816354164
"1401" "Zotu1401" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"1402" "Zotu1402" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999650364343205
"1403" "Zotu1403" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.870151402746707
"1404" "Zotu1404" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Unassigned" "Unassigned" 0.938331161168991
"1405" "Zotu1405" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1406" "Zotu1406" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.780795688086409
"1407" "Zotu1407" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Diversispora" "Unassigned" 0.833802889616166
"1408" "Zotu1408" "Fungi" "Ascomycota" "Sordariomycetes" "Chaetosphaeriales" "Chaetosphaeriaceae" "Dinemasporium" "Dinemasporium_parastrigosum" 0.898260811849933
"1409" "Zotu1409" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.919604378606518
"1410" "Zotu1410" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999978563648071
"1411" "Zotu1411" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Phialophora" "Phialophora_chinensis" 0.91844066130234
"1412" "Zotu1412" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Funneliformis" "Funneliformis_mosseae" 0.974510972447857
"1413" "Zotu1413" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"1414" "Zotu1414" "Fungi" "Ascomycota" "Sordariomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.863389282885371
"1415" "Zotu1415" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"1416" "Zotu1416" "Fungi" "Basidiomycota" "Agaricomycetes" "Hymenochaetales" "Schizoporaceae" "Xylodon" "Xylodon_borealis" 0.952935291655526
"1417" "Zotu1417" "Fungi" "Glomeromycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99985046251563
"1418" "Zotu1418" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Clitopilus" "Unassigned" 0.999563828090413
"1419" "Zotu1419" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"1420" "Zotu1420" "Fungi" "Basidiomycota" "Agaricomycetes" "Corticiales" "Corticiaceae" "Limonomyces" "Unassigned" 0.99999999996038
"1421" "Zotu1421" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1422" "Zotu1422" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Cunninghamellaceae" "Absidia" "Unassigned" 0.9999999999992
"1423" "Zotu1423" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_beljakovae" 0.836926315060625
"1424" "Zotu1424" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Unassigned" "Unassigned" 0.993156026095938
"1425" "Zotu1425" "Fungi" "Ascomycota" "Sordariomycetes" "Microascales" "Microascaceae" "Cephalotrichum" "Unassigned" 0.999997271637589
"1426" "Zotu1426" "Fungi" "Ascomycota" "Dothideomycetes" "Dothideales" "Aureobasidiaceae" "Aureobasidium" "Aureobasidium_pullulans" 0.99997486268708
"1427" "Zotu1427" "Fungi" "Basidiobolomycota" "Basidiobolomycetes" "Basidiobolales" "Basidiobolaceae" "Basidiobolus" "Basidiobolus_ranarum" 0.999999995714859
"1428" "Zotu1428" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Meruliaceae" "Scopuloides" "Scopuloides_rimosa" 0.999800024487398
"1429" "Zotu1429" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.80364255667088
"1430" "Zotu1430" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"1431" "Zotu1431" "Fungi" "Ascomycota" "Sordariomycetes" "Magnaporthales" "Magnaporthaceae" "Utrechtiana" "Utrechtiana_arundinacea" 0.77382971946606
"1432" "Zotu1432" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999994
"1433" "Zotu1433" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1434" "Zotu1434" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.767087444246615
"1435" "Zotu1435" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporales_fam_Incertae_sedis" "Pseudorobillarda" "Pseudorobillarda_sojae" 0.707678043559714
"1436" "Zotu1436" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Unassigned" 0.996260637986247
"1437" "Zotu1437" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.809256895384995
"1438" "Zotu1438" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.883951260808052
"1439" "Zotu1439" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Ilyonectria" "Unassigned" 0.999671997652028
"1440" "Zotu1440" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "Unassigned" 0.994479754986708
"1441" "Zotu1441" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.955968940103955
"1442" "Zotu1442" "Fungi" "Ascomycota" "Orbiliomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999788724822666
"1443" "Zotu1443" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Unassigned" 0.892610963254815
"1444" "Zotu1444" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.995179225430927
"1445" "Zotu1445" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1446" "Zotu1446" "Fungi" "Chytridiomycota" "Spizellomycetes" "Spizellomycetales" "Spizellomycetaceae" "Spizellomyces" "Spizellomyces_punctatus" 0.999943126313813
"1447" "Zotu1447" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_isomera" 0.993433325125854
"1448" "Zotu1448" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Marasmiaceae" "Unassigned" "Unassigned" 0.997004137773554
"1449" "Zotu1449" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.910793336973267
"1450" "Zotu1450" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Volutella" "Unassigned" 0.983413961206314
"1451" "Zotu1451" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.770620097403876
"1452" "Zotu1452" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.951269975398566
"1453" "Zotu1453" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellales_fam_Incertae_sedis" "Cuniculitrema" "Cuniculitrema_polymorpha" 0.999999999929059
"1454" "Zotu1454" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Pseudopithomyces" "Pseudopithomyces_karoo" 0.998318663218422
"1455" "Zotu1455" "Fungi" "Aphelidiomycota" "Aphelidiomycetes" "GS16" "Unassigned" "Unassigned" "Unassigned" 0.999999999999972
"1456" "Zotu1456" "Fungi" "Basidiomycota" "Agaricomycetes" "Trechisporales" "Hydnodontaceae" "Trechispora" "Trechispora_stevensonii" 0.999983408841859
"1457" "Zotu1457" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"1458" "Zotu1458" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Ampelomyces" "Unassigned" 0.999030764717578
"1459" "Zotu1459" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriaceae" "Unassigned" "Unassigned" 0.964667207742675
"1460" "Zotu1460" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Gamsylella" "Gamsylella_gephyropaga" 0.99948222053396
"1461" "Zotu1461" "Fungi" "Ascomycota" "Dothideomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.84826330999084
"1462" "Zotu1462" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Unassigned" "Unassigned" 0.859036125691541
"1463" "Zotu1463" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"1464" "Zotu1464" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Articulospora_proliferata" 0.987491243961006
"1465" "Zotu1465" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Unassigned" "Unassigned" 0.897028928506802
"1466" "Zotu1466" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999988
"1467" "Zotu1467" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.795764930716936
"1468" "Zotu1468" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.748555535486867
"1469" "Zotu1469" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.716319792860462
"1470" "Zotu1470" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999993
"1471" "Zotu1471" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Articulospora_proliferata" 0.901863692069577
"1472" "Zotu1472" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Hannaella" "Hannaella_coprosmae" 0.99736027003148
"1473" "Zotu1473" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999988
"1474" "Zotu1474" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "Neosetophoma_samararum" 0.999315840794378
"1475" "Zotu1475" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1476" "Zotu1476" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.838958406332595
"1477" "Zotu1477" "Fungi" "Glomeromycota" "Paraglomeromycetes" "GS24" "Unassigned" "Unassigned" "Unassigned" 0.999775904566372
"1478" "Zotu1478" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Rhynchogastremataceae" "Papiliotrema" "Papiliotrema_rajasthanensis" 0.955102993026782
"1479" "Zotu1479" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"1480" "Zotu1480" "Fungi" "Basidiomycota" "Agaricomycetes" "Phallales" "Phallaceae" "Lysurus" "Lysurus_cruciatus" 0.999999999949949
"1481" "Zotu1481" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999984
"1482" "Zotu1482" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Phialophora" "Unassigned" 0.879101608194205
"1483" "Zotu1483" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Beauveria" "Beauveria_felina" 0.941187808948539
"1484" "Zotu1484" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Leucoagaricus" "Leucoagaricus_orientiflavus" 0.752077159386851
"1485" "Zotu1485" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"1486" "Zotu1486" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.980122135754353
"1487" "Zotu1487" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.943224484280608
"1488" "Zotu1488" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Unassigned" "Unassigned" 0.99999759076529
"1489" "Zotu1489" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Stephanosporaceae" "Unassigned" "Unassigned" 0.764533279644892
"1490" "Zotu1490" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Unassigned" 0.86328819140422
"1491" "Zotu1491" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"1492" "Zotu1492" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Lecanicillium" "Lecanicillium_dimorphum" 0.816655691113395
