"Feature.ID" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Confidence"
"6667" "Zotu6667" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Unassigned" "Unassigned" 0.864007681235819
"6668" "Zotu6668" "Fungi" "Basidiomycota" "Cystobasidiomycetes" "Erythrobasidiales" "Erythrobasidiaceae" "Erythrobasidium" "Erythrobasidium_hasegawianum" 0.999980375821508
"6669" "Zotu6669" "Fungi" "Basidiomycota" "Agaricomycetes" "Geastrales" "Geastraceae" "Geastrum" "Geastrum_rufescens" 0.999999999781977
"6670" "Zotu6670" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Ramicandelaber_taiwanensis" 0.942343790827086
"6671" "Zotu6671" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999992
"6672" "Zotu6672" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.914644884089895
"6673" "Zotu6673" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999987
"6674" "Zotu6674" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999998
"6675" "Zotu6675" "Fungi" "Ascomycota" "Sordariomycetes" "Branch06" "Unassigned" "Unassigned" "Unassigned" 0.999973217699632
"6676" "Zotu6676" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lophiostomataceae" "Unassigned" "Unassigned" 0.999757820925568
"6677" "Zotu6677" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.990940370713619
"6678" "Zotu6678" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_beljakovae" 0.778207776065797
"6679" "Zotu6679" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999987
"6680" "Zotu6680" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.894779986047164
"6681" "Zotu6681" "Fungi" "Basidiomycota" "Agaricostilbomycetes" "Agaricostilbales" "Kondoaceae" "Kondoa" "Kondoa_phyllada" 0.99998155355147
"6682" "Zotu6682" "Fungi" "Mucoromycota" "Endogonomycetes" "Endogonales" "Unassigned" "Unassigned" "Unassigned" 0.993995736344181
"6683" "Zotu6683" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Naganishia" "Naganishia_albida" 0.996169347296574
"6684" "Zotu6684" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.997063513429487
"6685" "Zotu6685" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Unassigned" "Unassigned" "Unassigned" 0.901450616310784
"6686" "Zotu6686" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6687" "Zotu6687" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999996
"6688" "Zotu6688" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.882708257049947
"6689" "Zotu6689" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Leptosphaeria" "Leptosphaeria_avenaria" 0.845062147172893
"6690" "Zotu6690" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "Coniochaeta_discospora" 0.996216424088587
"6691" "Zotu6691" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6692" "Zotu6692" "Fungi" "Basidiomycota" "Agaricomycetes" "Atheliales" "Atheliaceae" "Athelia" "Athelia_epiphylla" 0.945173422360519
"6693" "Zotu6693" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.785539229775018
"6694" "Zotu6694" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.994635164536975
"6695" "Zotu6695" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6696" "Zotu6696" "Fungi" "Chytridiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.957488416241694
"6697" "Zotu6697" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"6698" "Zotu6698" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6699" "Zotu6699" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999997
"6700" "Zotu6700" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.773154385346977
"6701" "Zotu6701" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "Unassigned" 0.998331861673979
"6702" "Zotu6702" "Fungi" "Ascomycota" "Sordariomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.760038451247942
"6703" "Zotu6703" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Tricholomataceae" "Flagelloscypha" "Flagelloscypha_minutissima" 0.999998788661168
"6704" "Zotu6704" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999986
"6705" "Zotu6705" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Cladorrhinum" "Unassigned" 0.994585861751586
"6706" "Zotu6706" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.821697891826802
"6707" "Zotu6707" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Wojnowicia" "Wojnowicia_viburni" 0.999480379966028
"6708" "Zotu6708" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6709" "Zotu6709" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.785351101018664
"6710" "Zotu6710" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Vibrisseaceae" "Phialocephala" "Phialocephala_bamuru" 0.999532319673763
"6711" "Zotu6711" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999998
"6712" "Zotu6712" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6713" "Zotu6713" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6714" "Zotu6714" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_sumatraense" 0.941845005606992
"6715" "Zotu6715" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "Glomus_compressum" 0.999384585558666
"6716" "Zotu6716" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "Unassigned" 0.714293288130355
"6717" "Zotu6717" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Dichotomopilus" "Dichotomopilus_pratensis" 0.99419777624387
"6718" "Zotu6718" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Ophiocordycipitaceae" "Hirsutella" "Hirsutella_vermicola" 0.999793827846804
"6719" "Zotu6719" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6720" "Zotu6720" "Fungi" "Basidiomycota" "Classiculomycetes" "Classiculales" "Classiculaceae" "Unassigned" "Unassigned" 0.873754242417767
"6721" "Zotu6721" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999997
"6722" "Zotu6722" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "Unassigned" 0.809696559786696
"6723" "Zotu6723" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"6724" "Zotu6724" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.958606530795951
"6725" "Zotu6725" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.940443729528996
"6726" "Zotu6726" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.775779177396615
"6727" "Zotu6727" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"6728" "Zotu6728" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.735884959769758
"6729" "Zotu6729" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Hyaloscyphaceae" "Unassigned" "Unassigned" 0.806977682509043
"6730" "Zotu6730" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Microdochiaceae" "Microdochium" "Microdochium_tainanense" 0.95936971128018
"6731" "Zotu6731" "Fungi" "Ascomycota" "Sordariomycetes" "Branch06" "Unassigned" "Unassigned" "Unassigned" 0.999999983166362
"6732" "Zotu6732" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.965462078794306
"6733" "Zotu6733" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6734" "Zotu6734" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.838007125917334
"6735" "Zotu6735" "Fungi" "Ascomycota" "Dothideomycetes" "Capnodiales" "Teratosphaeriaceae" "Devriesia" "Unassigned" 0.945698193130755
"6736" "Zotu6736" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6737" "Zotu6737" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.930843058851217
"6738" "Zotu6738" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.933366983223493
"6739" "Zotu6739" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6740" "Zotu6740" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.711095563493787
"6741" "Zotu6741" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.894381493485087
"6742" "Zotu6742" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6743" "Zotu6743" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.914094094760525
"6744" "Zotu6744" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6745" "Zotu6745" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999989
"6746" "Zotu6746" "Fungi" "Glomeromycota" "Glomeromycetes" "Gigasporales" "Gigasporaceae" "Gigaspora" "Gigaspora_rosea" 0.988151229629171
"6747" "Zotu6747" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.948985245736212
"6748" "Zotu6748" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6749" "Zotu6749" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Clitopilus" "Unassigned" 0.945290442738971
"6750" "Zotu6750" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.929050441575409
"6751" "Zotu6751" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6752" "Zotu6752" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"6753" "Zotu6753" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.783546299480125
"6754" "Zotu6754" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "Unassigned" 0.977522865525834
"6755" "Zotu6755" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"6756" "Zotu6756" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Funneliformis" "Funneliformis_mosseae" 0.988508452307576
"6757" "Zotu6757" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.791341530949163
"6758" "Zotu6758" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Irpicaceae" "Flavodon" "Unassigned" 0.998442199924613
"6759" "Zotu6759" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"6760" "Zotu6760" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.973031579387369
"6761" "Zotu6761" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Cunninghamellaceae" "Cunninghamella" "Cunninghamella_homothallica" 0.999804112755335
"6762" "Zotu6762" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999987
"6763" "Zotu6763" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.817892478533319
"6764" "Zotu6764" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.939749189876424
"6765" "Zotu6765" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999994
"6766" "Zotu6766" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "Unassigned" 0.951455833224676
"6767" "Zotu6767" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "Aspergillus_chlamydosporus" 0.994941915067368
"6768" "Zotu6768" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Curvularia" "Curvularia_eragrostidis" 0.806530520867935
"6769" "Zotu6769" "Fungi" "Glomeromycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.714478320153919
"6770" "Zotu6770" "Fungi" "Basidiomycota" "Agaricomycetes" "Phallales" "Phallaceae" "Unassigned" "Unassigned" 0.933032392049387
"6771" "Zotu6771" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Apiosordaria" "Apiosordaria_stercoraria" 0.987585117661102
"6772" "Zotu6772" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.892202323428592
"6773" "Zotu6773" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6774" "Zotu6774" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.77446854517887
"6775" "Zotu6775" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6776" "Zotu6776" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Sporormiella" "Unassigned" 0.998001213374873
"6777" "Zotu6777" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999994
"6778" "Zotu6778" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Pluteaceae" "Pluteus" "Unassigned" 0.999994905432056
"6779" "Zotu6779" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.95670573358849
"6780" "Zotu6780" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.889374420730652
"6781" "Zotu6781" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.963398006712234
"6782" "Zotu6782" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.964967200428622
"6783" "Zotu6783" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.885299366615277
"6784" "Zotu6784" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "Unassigned" 0.990517874502433
"6785" "Zotu6785" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"6786" "Zotu6786" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Corymbiglomus" "Corymbiglomus_corymbiforme" 0.999421439720261
"6787" "Zotu6787" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999987
"6788" "Zotu6788" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6789" "Zotu6789" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.721914825878339
"6790" "Zotu6790" "Fungi" "Ascomycota" "Laboulbeniomycetes" "Pyxidiophorales" "Pyxidiophoraceae" "Pyxidiophora" "Pyxidiophora_arvernensis" 0.999973307472388
"6791" "Zotu6791" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"6792" "Zotu6792" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.932165263727761
"6793" "Zotu6793" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.883436338038251
"6794" "Zotu6794" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.893306929698799
"6795" "Zotu6795" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6796" "Zotu6796" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.729755307774938
"6797" "Zotu6797" "Fungi" "Ascomycota" "Dothideomycetes" "Tubeufiales" "Tubeufiaceae" "Helicoma" "Helicoma_vaccinii" 0.824449762727953
"6798" "Zotu6798" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Schizothecium" "Schizothecium_miniglutinans" 0.966280520434559
"6799" "Zotu6799" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.96310676546117
"6800" "Zotu6800" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6801" "Zotu6801" "Fungi" "Chytridiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.764041410549276
"6802" "Zotu6802" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6803" "Zotu6803" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.839213107569386
"6804" "Zotu6804" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreales_fam_Incertae_sedis" "Acremonium" "Acremonium_furcatum" 0.99981688593952
"6805" "Zotu6805" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6806" "Zotu6806" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.83592721822831
"6807" "Zotu6807" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.715104097499843
"6808" "Zotu6808" "Fungi" "Chytridiomycota" "Rhizophydiomycetes" "Rhizophydiales" "Rhizophydiaceae" "Rhizophydium" "Unassigned" 0.9481886905454
"6809" "Zotu6809" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.972233212773596
"6810" "Zotu6810" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6811" "Zotu6811" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.908360793154096
"6812" "Zotu6812" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Unassigned" "Unassigned" "Unassigned" 0.969455386189181
"6813" "Zotu6813" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Talaromyces" "Talaromyces_pinophilus" 0.955162566958437
"6814" "Zotu6814" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_brunnea" 0.98753827348721
"6815" "Zotu6815" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.890646265131712
"6816" "Zotu6816" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999988
"6817" "Zotu6817" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Biatriosporaceae" "Biatriospora" "Biatriospora_mackinnonii" 0.999931296661573
"6818" "Zotu6818" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999910618740555
"6819" "Zotu6819" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6820" "Zotu6820" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6821" "Zotu6821" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "Unassigned" 0.966117442792388
"6822" "Zotu6822" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.876409532577381
"6823" "Zotu6823" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.855693186391202
"6824" "Zotu6824" "Fungi" "Basidiomycota" "GS27" "GS27" "Unassigned" "Unassigned" "Unassigned" 0.999999985766863
"6825" "Zotu6825" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6826" "Zotu6826" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.967981244599817
"6827" "Zotu6827" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Unassigned" "Unassigned" "Unassigned" 0.952584044750073
"6828" "Zotu6828" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "Rhizophagus_intraradices" 0.999089624999879
"6829" "Zotu6829" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Thanatephorus" "Thanatephorus_cucumeris" 0.973828600094023
"6830" "Zotu6830" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.73440947999275
"6831" "Zotu6831" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999988
"6832" "Zotu6832" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"6833" "Zotu6833" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6834" "Zotu6834" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.84749587512359
"6835" "Zotu6835" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenales_fam_Incertae_sedis" "Chrysosporium" "Chrysosporium_merdarium" 0.951961976141214
"6836" "Zotu6836" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"6837" "Zotu6837" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Diatrypaceae" "Eutypella" "Eutypella_citricola" 0.965643375346922
"6838" "Zotu6838" "Fungi" "Ascomycota" "Dothideomycetes" "Venturiales" "Sympoventuriaceae" "Ochroconis" "Unassigned" 0.91361421902174
"6839" "Zotu6839" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.962469749278395
"6840" "Zotu6840" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.798052585131103
"6841" "Zotu6841" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Diversispora" "Diversispora_epigaea" 0.913018456840132
"6842" "Zotu6842" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6843" "Zotu6843" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_multicolor" 0.711810542473468
"6844" "Zotu6844" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Mucoraceae" "Mucor" "Mucor_hiemalis" 0.999973666855702
"6845" "Zotu6845" "Fungi" "Mucoromycota" "Endogonomycetes" "Endogonales" "Unassigned" "Unassigned" "Unassigned" 0.949856518394436
"6846" "Zotu6846" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Diversispora" "Unassigned" 0.800014467552283
"6847" "Zotu6847" "Fungi" "Ascomycota" "Sordariomycetes" "Conioscyphales" "Conioscyphaceae" "Conioscypha" "Conioscypha_pleiomorpha" 0.999974867480608
"6848" "Zotu6848" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Unassigned" "Unassigned" 0.750257930557124
"6849" "Zotu6849" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"6850" "Zotu6850" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"6851" "Zotu6851" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Neoascochyta" "Neoascochyta_triticicola" 0.995395366873087
"6852" "Zotu6852" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"6853" "Zotu6853" "Fungi" "Monoblepharomycota" "Monoblepharidomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999905106795
"6854" "Zotu6854" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
